4,1,0,104.94761228561401,2485
4,2,-20.0,69.71875977516174,4164
4,3,-20.0,44.79112124443054,5254
4,4,0,102.83242774009705,7758
4,5,-20.0,37.3109917640686,8639
4,6,200.0,18.804599285125732,9077
4,7,-20.0,70.47041177749634,10794
4,8,0,102.7601010799408,13288
4,9,0,102.84293699264526,15786
4,10,0,103.15956211090088,18293
4,11,0,102.85190033912659,20797
4,12,0,102.67775893211365,23291
4,13,-20.0,56.75018382072449,24638
4,14,0,103.0422043800354,27129
4,15,-20.0,44.13776683807373,28200
4,16,0,102.1836347579956,30675
4,17,-20.0,9.511157512664795,30903
4,18,0,102.60234093666077,33401
4,19,-20.0,20.849080085754395,33904
4,20,0,102.65911746025085,36378
4,21,0,102.56505298614502,38858
4,22,0,102.99188089370728,41345
4,23,-20.0,81.11291599273682,43302
4,24,-20.0,8.305448532104492,43487
4,25,-20.0,41.60272932052612,44486
4,26,-20.0,50.207496643066406,45693
4,27,-20.0,48.21038842201233,46848
4,28,0,102.71240735054016,49333
4,29,0,102.7388277053833,51827
4,30,-20.0,39.300360441207886,52774
4,31,0,102.54557538032532,55255
4,32,0,102.07392406463623,57731
4,33,-20.0,60.891605854034424,59198
4,34,200.0,12.89111590385437,59485
4,35,-20.0,35.91029453277588,60356
4,36,0,102.82708764076233,62842
4,37,0,102.88587188720703,65333
4,38,0,102.69022345542908,67834
4,39,0,102.66868495941162,70334
4,40,0,102.73975467681885,72820
4,41,0,102.4634120464325,75312
4,42,200.0,12.070069313049316,75598
4,43,0,102.9494616985321,78083
4,44,200.0,9.498192071914673,78293
4,45,0,102.55987930297852,80789
4,46,0,102.66283297538757,83288
4,47,0,102.55249905586243,85787
4,48,-20.0,97.11095833778381,88156
4,49,0,102.66410064697266,90648
4,50,0,102.21417260169983,93130
4,51,0,102.6228973865509,95623
4,52,0,103.43773460388184,98108
4,53,0,102.56110453605652,100605
4,54,0,102.87205076217651,103098
4,55,200.0,23.140749216079712,103653
4,56,0,102.60079312324524,106152
4,57,0,102.36534380912781,108637
4,58,-20.0,23.279157400131226,109205
4,59,0,102.5410737991333,111695
4,60,0,102.2496030330658,114188
4,61,0,102.26924085617065,116667
4,62,200.0,27.08432364463806,117298
4,63,200.0,93.46392273902893,119559
4,64,0,102.82051014900208,122038
4,65,0,102.36574506759644,124525
4,66,0,102.41519784927368,127020
4,67,0,102.9009518623352,129490
4,68,200.0,45.31583285331726,130550
4,69,0,102.50759816169739,133011
4,70,200.0,12.14164137840271,133274
4,71,-20.0,35.07590842247009,134125
4,72,200.0,49.839444637298584,135304
4,73,0,103.31391382217407,137812
4,74,200.0,43.88606786727905,138858
4,75,0,102.39793848991394,141334
4,76,0,102.1356246471405,143817
4,77,0,102.20815515518188,146247
4,78,0,102.48838782310486,148718
4,79,0,103.18266773223877,151206
4,80,0,102.85629439353943,153687
4,81,0,102.11370611190796,156171
4,82,0,103.14173007011414,158661
4,83,200.0,41.175960540771484,159640
4,84,0,102.52785444259644,162120
4,85,200.0,8.840618371963501,162327
4,86,0,102.6617820262909,164818
4,87,200.0,15.475135087966919,165182
